indice_tiempo,clasificacion_vuelo,pasajeros,asientos,vuelos
2021-07-06,Internacional,1436,2015,9
2021-07-07,Cabotaje,8669,11594,86
2021-07-07,Internacional,976,1683,7
2021-07-08,Cabotaje,12700,16028,115
2021-07-08,Internacional,2919,3603,13
2021-07-09,Cabotaje,13877,18435,140
2021-07-09,Internacional,2254,3062,11
2021-07-10,Cabotaje,11728,15431,114
2021-07-10,Internacional,2187,3025,12
2021-07-11,Cabotaje,13420,16451,118
2021-07-11,Internacional,2285,3683,16
2021-07-12,Cabotaje,13758,17307,128
2021-07-12,Internacional,1873,2839,12
2021-07-13,Cabotaje,9254,11145,84
2021-07-13,Internacional,2598,3771,14
2021-07-14,Cabotaje,9837,11507,88
2021-07-14,Internacional,1677,2621,12
2021-07-15,Cabotaje,12755,15524,120
2021-07-15,Internacional,2254,3701,15
2021-07-16,Cabotaje,17467,21795,175
2021-07-16,Internacional,2528,4155,16
2021-07-17,Cabotaje,15177,18771,135
2021-07-17,Internacional,3116,4201,17
2021-07-18,Cabotaje,16478,19877,144
2021-07-18,Internacional,1968,3235,13
2021-07-19,Cabotaje,17259,21302,157
2021-07-19,Internacional,4331,6334,25
2021-07-20,Cabotaje,14017,17034,127
2021-07-20,Internacional,2543,4324,19
2021-07-21,Cabotaje,12981,15626,119
2021-07-21,Internacional,2850,4356,16
2021-07-22,Cabotaje,14863,18130,132
2021-07-22,Internacional,2398,3493,15
2021-07-23,Cabotaje,17433,20724,160
2021-07-23,Internacional,2357,3151,12
2021-07-24,Cabotaje,18673,21397,152
2021-07-24,Internacional,2157,3286,13
2021-07-25,Cabotaje,18040,20548,146
2021-07-25,Internacional,2530,3220,12
2021-07-26,Cabotaje,17822,20910,158
2021-07-26,Internacional,2702,3932,14
2021-07-27,Cabotaje,15260,17535,132
2021-07-27,Internacional,2332,3306,13
2021-07-28,Cabotaje,13659,15887,113
2021-07-28,Internacional,2392,3314,12
2021-07-29,Cabotaje,15638,18321,131
2021-07-29,Internacional,1915,2611,11
2021-07-30,Cabotaje,17300,20391,156
2021-07-30,Internacional,2840,3519,15
2021-07-31,Cabotaje,18595,21167,154
2021-07-31,Internacional,2122,2950,12
2021-08-01,Cabotaje,18098,21498,155
2021-08-01,Internacional,1520,2071,7
2021-08-02,Cabotaje,17332,21222,153
2021-08-02,Internacional,3608,5144,19
2021-08-03,Cabotaje,15449,18981,130
2021-08-03,Internacional,2234,3260,13
2021-08-04,Cabotaje,14519,18761,143
2021-08-04,Internacional,2713,3885,14
2021-08-05,Cabotaje,15422,19593,146
2021-08-05,Internacional,2592,3242,13
2021-08-06,Cabotaje,18103,23013,167
2021-08-06,Internacional,2754,3394,14
2021-08-07,Cabotaje,16121,20152,139
2021-08-07,Internacional,2482,3746,14
2021-08-08,Cabotaje,16738,20840,149
2021-08-08,Internacional,2068,3147,12
2021-08-09,Cabotaje,17134,21224,154
2021-08-09,Internacional,2890,3920,17
2021-08-10,Cabotaje,13926,17261,123
2021-08-10,Internacional,3460,4732,19
2021-08-11,Cabotaje,14645,18364,133
2021-08-11,Internacional,3584,4627,16
2021-08-12,Cabotaje,18195,21534,149
2021-08-12,Internacional,3051,3955,16
2021-08-13,Cabotaje,20219,23908,183
2021-08-13,Internacional,3797,4776,21
2021-08-14,Cabotaje,18682,22377,153
2021-08-14,Internacional,3313,5081,19
2021-08-15,Cabotaje,15438,18609,143
2021-08-15,Internacional,2621,3464,15
2021-08-16,Cabotaje,21941,25457,179
2021-08-16,Internacional,4354,5476,22
2021-08-17,Cabotaje,16837,19999,150
2021-08-17,Internacional,3440,4450,20
2021-08-18,Cabotaje,17582,21557,155
2021-08-18,Internacional,3618,5290,19
2021-08-19,Cabotaje,16341,19236,140
2021-08-19,Internacional,2956,3597,15
2021-08-20,Cabotaje,19691,23013,169
2021-08-20,Internacional,3688,4481,18
2021-08-21,Cabotaje,17378,19694,141
2021-08-21,Internacional,3577,5419,19
2021-08-22,Cabotaje,20385,23073,162
2021-08-22,Internacional,2796,4058,16
2021-08-23,Cabotaje,19226,22301,157
2021-08-23,Internacional,3573,4473,17
2021-08-24,Cabotaje,15656,18386,136
2021-08-24,Internacional,3591,4591,20
2021-08-25,Cabotaje,16538,18540,141
2021-08-25,Internacional,3400,4827,18
2021-08-26,Cabotaje,17591,19557,144
2021-08-26,Internacional,2968,3812,14
2021-08-27,Cabotaje,20724,23226,174
2021-08-27,Internacional,3232,4058,16
2021-08-28,Cabotaje,18304,19962,142
2021-08-28,Internacional,3232,4314,17
2021-08-29,Cabotaje,20278,22196,157
2021-08-29,Internacional,3597,4067,17
2021-08-30,Cabotaje,19459,22196,161
2021-08-30,Internacional,3429,3851,16
2021-08-31,Cabotaje,16776,19362,142
2021-08-31,Internacional,3672,4729,21
2021-09-01,Cabotaje,17361,20614,154
2021-09-01,Internacional,3611,5176,20
2021-09-02,Cabotaje,19353,22451,162
2021-09-02,Internacional,2737,3355,14
2021-09-03,Cabotaje,21896,25334,194
2021-09-03,Internacional,3980,4694,20
2021-09-04,Cabotaje,20873,22982,172
2021-09-04,Internacional,3560,5160,18
2021-09-05,Cabotaje,21201,23780,169
2021-09-05,Internacional,3117,3800,14
2021-09-06,Cabotaje,20151,23312,169
2021-09-06,Internacional,4051,5329,20
2021-09-07,Cabotaje,18199,21027,154
2021-09-07,Internacional,4374,5679,25
2021-09-08,Cabotaje,18647,21823,166
2021-09-08,Internacional,3743,5277,22
2021-09-09,Cabotaje,19600,22252,165
2021-09-09,Internacional,2671,3265,13
2021-09-10,Cabotaje,23513,27246,202
2021-09-10,Internacional,3885,5147,20
2021-09-11,Cabotaje,20849,23847,174
2021-09-11,Internacional,3893,4881,18
2021-09-12,Cabotaje,23237,26505,184
2021-09-12,Internacional,3889,4700,20
2021-09-13,Cabotaje,21414,24275,178
2021-09-13,Internacional,5081,6127,24
2021-09-14,Cabotaje,18196,20638,155
2021-09-14,Internacional,3616,4532,20
2021-09-15,Cabotaje,18841,21243,153
2021-09-15,Internacional,3709,5293,21
2021-09-16,Cabotaje,20711,22727,168
2021-09-16,Internacional,3320,4400,18
2021-09-17,Cabotaje,23802,26448,199
2021-09-17,Internacional,4373,5319,23
2021-09-18,Cabotaje,24689,26976,191
2021-09-18,Internacional,3656,4924,18
2021-09-19,Cabotaje,24706,27249,193
2021-09-19,Internacional,4394,5358,22
2021-09-20,Cabotaje,20366,22964,180
2021-09-20,Internacional,2889,3437,13
2021-09-21,Cabotaje,19426,21895,161
2021-09-21,Internacional,4121,4805,21
2021-09-22,Cabotaje,19854,22730,166
2021-09-22,Internacional,3239,4937,18
2021-09-23,Cabotaje,21509,23941,173
2021-09-23,Internacional,2948,4181,19
2021-09-24,Cabotaje,24150,27683,201
2021-09-24,Internacional,4028,4798,19
2021-09-25,Cabotaje,22843,25329,179
2021-09-25,Internacional,4053,5724,23
2021-09-26,Cabotaje,23497,26846,190
2021-09-26,Internacional,4344,5054,21
2021-09-27,Cabotaje,22133,24715,179
2021-09-27,Internacional,4703,6239,23
2021-09-28,Cabotaje,18723,21371,154
2021-09-28,Internacional,3085,3692,19
2021-09-29,Cabotaje,19454,22142,165
2021-09-29,Internacional,4041,4614,18
2021-09-30,Cabotaje,20552,22925,166
2021-09-30,Internacional,2232,2472,11
2021-10-01,Cabotaje,23998,28175,204
2021-10-01,Internacional,4615,5350,24
2021-10-02,Cabotaje,22227,26253,181
2021-10-02,Internacional,4756,5852,23
2021-10-03,Cabotaje,23236,27389,189
2021-10-03,Internacional,5649,6397,27
2021-10-04,Cabotaje,22716,26028,187
2021-10-04,Internacional,5063,5976,25
2021-10-05,Cabotaje,20163,23601,167
2021-10-05,Internacional,4244,5047,21
2021-10-06,Cabotaje,23148,25984,187
2021-10-06,Internacional,4374,5086,20
2021-10-07,Cabotaje,24959,27985,204
2021-10-07,Internacional,4956,5475,25
2021-10-08,Cabotaje,27554,31400,225
2021-10-08,Internacional,4267,4991,22
2021-10-09,Cabotaje,23162,26696,189
2021-10-09,Internacional,2622,3565,14
2021-10-10,Cabotaje,24653,28543,198
2021-10-10,Internacional,5222,5848,24
2021-10-11,Cabotaje,27608,31225,222
2021-10-11,Internacional,3809,4557,22
2021-10-12,Cabotaje,24369,27499,206
2021-10-12,Internacional,4819,5410,22
2021-10-13,Cabotaje,23190,26268,187
2021-10-13,Internacional,5538,6087,23
2021-10-14,Cabotaje,21090,23224,169
2021-10-14,Internacional,5954,7488,31
2021-10-15,Cabotaje,25013,28043,198
2021-10-15,Internacional,5167,6387,27
2021-10-16,Cabotaje,23287,26400,181
2021-10-16,Internacional,4227,4895,19
2021-10-17,Cabotaje,24263,27986,193
2021-10-17,Internacional,3234,3741,15
2021-10-18,Cabotaje,24294,26790,192
2021-10-18,Internacional,5472,6514,27
2021-10-19,Cabotaje,21317,24095,175
2021-10-19,Internacional,7341,8705,41
2021-10-20,Cabotaje,23189,26160,191
2021-10-20,Internacional,7843,9973,44
2021-10-21,Cabotaje,22910,25978,177
2021-10-21,Internacional,7526,9166,41
2021-10-22,Cabotaje,25288,28977,211
2021-10-22,Internacional,6747,8300,43
2021-10-23,Cabotaje,23261,26958,187
2021-10-23,Internacional,6193,8278,39
2021-10-24,Cabotaje,23681,27670,199
2021-10-24,Internacional,6875,8540,42
2021-10-25,Cabotaje,23756,26646,195
2021-10-25,Internacional,6830,8752,39
2021-10-26,Cabotaje,22719,25492,179
2021-10-26,Internacional,6977,8648,43
2021-10-27,Cabotaje,21702,24612,182
2021-10-27,Internacional,5336,7435,32
2021-10-28,Cabotaje,23117,25804,182
2021-10-28,Internacional,6286,8582,37
2021-10-29,Cabotaje,24266,28041,208
2021-10-29,Internacional,6694,8477,43
2021-10-30,Cabotaje,24307,27161,192
2021-10-30,Internacional,7189,9305,43
2021-10-31,Cabotaje,25488,29226,201
2021-10-31,Internacional,8350,10540,49
2021-11-01,Cabotaje,28112,33235,231
2021-11-01,Internacional,7590,9583,49
2021-11-02,Cabotaje,25645,30826,221
2021-11-02,Internacional,8999,10840,54
2021-11-03,Cabotaje,25343,30767,221
2021-11-03,Internacional,9045,11599,53
2021-11-04,Cabotaje,26945,31840,226
2021-11-04,Internacional,10032,11799,58
2021-11-05,Cabotaje,29521,33788,239
2021-11-05,Internacional,9136,11191,58
2021-11-06,Cabotaje,27689,32510,230
2021-11-06,Internacional,11229,13233,66
2021-11-07,Cabotaje,28459,33457,226
2021-11-07,Internacional,8870,11945,58
2021-11-08,Cabotaje,29133,33880,241
2021-11-08,Internacional,7337,9670,50
2021-11-09,Cabotaje,26261,31780,231
2021-11-09,Internacional,4718,6827,37
2021-11-10,Cabotaje,26458,31679,226
2021-11-10,Internacional,8383,11844,56
2021-11-11,Cabotaje,25436,30100,227
2021-11-11,Internacional,7449,9525,46
2021-11-12,Cabotaje,29607,33861,244
2021-11-12,Internacional,10430,13101,65
2021-11-13,Cabotaje,27354,31367,214
2021-11-13,Internacional,8000,10019,53
2021-11-14,Cabotaje,28365,33164,229
2021-11-14,Internacional,11546,14013,71
2021-11-15,Cabotaje,28397,32498,234
2021-11-15,Internacional,10434,13034,63
2021-11-16,Cabotaje,27244,31315,228
2021-11-16,Internacional,8878,10881,54
2021-11-17,Cabotaje,28589,32593,230
2021-11-17,Internacional,10805,14311,70
2021-11-18,Cabotaje,28426,31656,225
2021-11-18,Internacional,10742,13026,65
2021-11-19,Cabotaje,29968,33092,240
2021-11-19,Internacional,8924,11082,55
2021-11-20,Cabotaje,29960,33010,232
2021-11-20,Internacional,8785,11528,57
2021-11-21,Cabotaje,30902,34336,239
2021-11-21,Internacional,10808,13251,66
2021-11-22,Cabotaje,31634,34152,246
2021-11-22,Internacional,11746,14468,71
2021-11-23,Cabotaje,29968,33038,235
2021-11-23,Internacional,9925,12171,61
2021-11-24,Cabotaje,28709,31276,227
2021-11-24,Internacional,10508,13300,66
2021-11-25,Cabotaje,28364,30913,224
2021-11-25,Internacional,9327,11252,58
2021-11-26,Cabotaje,29727,32838,242
2021-11-26,Internacional,11570,13408,68
2021-11-27,Cabotaje,28539,31632,231
2021-11-27,Internacional,10470,12639,64
2021-11-28,Cabotaje,28569,31614,219
2021-11-28,Internacional,11158,13075,67
2021-11-29,Cabotaje,29879,32608,232
2021-11-29,Internacional,11989,14033,67
2021-11-30,Cabotaje,28280,31327,221
2021-11-30,Internacional,10292,11924,62
2021-12-01,Cabotaje,27322,29658,212
2021-12-01,Internacional,11378,13735,69
2021-12-02,Cabotaje,28687,31219,225
2021-12-02,Internacional,11448,13880,72
2021-12-03,Cabotaje,30680,33278,231
2021-12-03,Internacional,13613,15711,79
2021-12-04,Cabotaje,30957,33704,227
2021-12-04,Internacional,10490,12349,64
2021-12-05,Cabotaje,29601,32380,218
2021-12-05,Internacional,12097,14270,72
2021-12-06,Cabotaje,30762,34001,230
2021-12-06,Internacional,14589,17623,87
2021-12-07,Cabotaje,29541,33123,219
2021-12-07,Internacional,11329,13140,70
2021-12-08,Cabotaje,30616,33571,226
2021-12-08,Internacional,11312,13077,63
2021-12-09,Cabotaje,28555,31971,226
2021-12-09,Internacional,12489,14592,74
2021-12-10,Cabotaje,31143,34785,237
2021-12-10,Internacional,13135,15545,73
2021-12-11,Cabotaje,31183,34048,227
2021-12-11,Internacional,13932,15582,75
2021-12-12,Cabotaje,30647,33208,219
2021-12-12,Internacional,14159,16025,83
2021-12-13,Cabotaje,29217,31600,220
2021-12-13,Internacional,15242,17489,87
2021-12-14,Cabotaje,28755,31697,209
2021-12-14,Internacional,13476,15774,79
2021-12-15,Cabotaje,28398,31452,226
2021-12-15,Internacional,13211,15470,75
2021-12-16,Cabotaje,31200,34213,242
2021-12-16,Internacional,13699,16418,81
2021-12-17,Cabotaje,32198,35621,241
2021-12-17,Internacional,15090,17102,84
2021-12-18,Cabotaje,31992,35577,231
2021-12-18,Internacional,14336,16694,82
2021-12-19,Cabotaje,31248,35032,231
2021-12-19,Internacional,17014,19881,101
2021-12-20,Cabotaje,31063,34928,239
2021-12-20,Internacional,16256,19710,97
2021-12-21,Cabotaje,27465,30908,220
2021-12-21,Internacional,15472,17977,87
2021-12-22,Cabotaje,29474,33668,229
2021-12-22,Internacional,11149,13209,70
2021-12-23,Cabotaje,29175,33106,237
2021-12-23,Internacional,16062,18538,93
2021-12-24,Cabotaje,21793,27060,189
2021-12-24,Internacional,14307,18066,89
2021-12-25,Cabotaje,23019,29006,195
2021-12-25,Internacional,10751,12872,63
2021-12-26,Cabotaje,29119,33591,221
2021-12-26,Internacional,14374,17326,87
2021-12-27,Cabotaje,30148,34275,236
2021-12-27,Internacional,14313,17156,88
2021-12-28,Cabotaje,28378,32479,227
2021-12-28,Internacional,11806,13726,73
2021-12-29,Cabotaje,28086,32640,227
2021-12-29,Internacional,14394,17116,81
2021-12-30,Cabotaje,29608,34059,234
2021-12-30,Internacional,15059,17792,87
2021-12-31,Cabotaje,22499,27680,192
2021-12-31,Internacional,14254,17816,84
2022-01-01,Cabotaje,27406,35608,241
2022-01-01,Internacional,13161,17809,92
2022-01-02,Cabotaje,31828,35896,250
2022-01-02,Internacional,15815,21489,111
2022-01-03,Cabotaje,32801,38253,273
2022-01-03,Internacional,14912,19558,102
2022-01-04,Cabotaje,31651,37542,260
2022-01-04,Internacional,13896,18469,93
2022-01-05,Cabotaje,30548,36564,254
2022-01-05,Internacional,16292,21692,104
2022-01-06,Cabotaje,29627,35719,246
2022-01-06,Internacional,15235,20116,98
2022-01-07,Cabotaje,31622,37588,268
2022-01-07,Internacional,13450,17749,93
2022-01-08,Cabotaje,32396,38159,257
2022-01-08,Internacional,14666,20421,104
2022-01-09,Cabotaje,32068,37565,259
2022-01-09,Internacional,14106,19555,105
2022-01-10,Cabotaje,30764,36066,248
2022-01-10,Internacional,14739,19317,94
2022-01-11,Cabotaje,30061,35520,241
2022-01-11,Internacional,11209,14851,79
2022-01-12,Cabotaje,29977,35395,245
2022-01-12,Internacional,15362,21017,104
2022-01-13,Cabotaje,30208,35379,257
2022-01-13,Internacional,11545,15597,82
2022-01-14,Cabotaje,31299,35533,250
2022-01-14,Internacional,15126,20339,104
2022-01-15,Cabotaje,30804,34315,238
2022-01-15,Internacional,15131,19760,100
2022-01-16,Cabotaje,32516,35547,246
2022-01-16,Internacional,16950,22098,114
2022-01-17,Cabotaje,31658,35536,254
2022-01-17,Internacional,16335,22111,109
2022-01-18,Cabotaje,28971,32500,227
2022-01-18,Internacional,13402,17954,91
2022-01-19,Cabotaje,29805,34380,242
2022-01-19,Internacional,12763,17540,88
2022-01-20,Cabotaje,28535,33016,239
2022-01-20,Internacional,13106,17740,90
2022-01-21,Cabotaje,29286,33337,232
2022-01-21,Internacional,10288,13813,75
2022-01-22,Cabotaje,31436,35626,248
2022-01-22,Internacional,14366,19870,101
2022-01-23,Cabotaje,33268,37502,251
2022-01-23,Internacional,17975,23527,120
2022-01-24,Cabotaje,31742,36559,258
2022-01-24,Internacional,15794,22203,109
2022-01-25,Cabotaje,30087,34437,238
2022-01-25,Internacional,12868,17075,91
2022-01-26,Cabotaje,30345,34538,241
2022-01-26,Internacional,14755,20001,97
2022-01-27,Cabotaje,26959,31319,233
2022-01-27,Internacional,11693,15840,80
2022-01-28,Cabotaje,25315,27775,208
2022-01-28,Internacional,5263,6866,44
2022-01-29,Cabotaje,30079,33244,239
2022-01-29,Internacional,7035,8541,54
2022-01-30,Cabotaje,28472,31345,227
2022-01-30,Internacional,7180,8584,54
2022-01-31,Cabotaje,30781,34026,245
2022-01-31,Internacional,5271,6200,38
2022-02-01,Cabotaje,31632,34837,248
2022-02-01,Internacional,5469,6758,44
2022-02-02,Cabotaje,29394,32909,248
2022-02-02,Internacional,6008,7696,49
2022-02-03,Cabotaje,30832,34561,248
2022-02-03,Internacional,13415,17172,86
2022-02-04,Cabotaje,32932,36657,261
2022-02-04,Internacional,15472,19691,102
2022-02-05,Cabotaje,35658,39735,271
2022-02-05,Internacional,15681,19657,100
2022-02-06,Cabotaje,34327,37657,261
2022-02-06,Internacional,15876,19347,100
2022-02-07,Cabotaje,34158,37569,263
2022-02-07,Internacional,17218,22629,112
2022-02-08,Cabotaje,34044,38335,262
2022-02-08,Internacional,12604,16459,85
2022-02-09,Cabotaje,33082,37159,263
2022-02-09,Internacional,18512,23735,117
2022-02-10,Cabotaje,34402,38072,267
2022-02-10,Internacional,15167,19421,97
2022-02-11,Cabotaje,34527,37648,261
2022-02-11,Internacional,18749,23265,118
2022-02-12,Cabotaje,35625,39153,269
2022-02-12,Internacional,16498,20199,103
2022-02-13,Cabotaje,34916,37339,255
2022-02-13,Internacional,14947,17776,94
2022-02-14,Cabotaje,34232,37146,258
2022-02-14,Internacional,16644,21095,104
2022-02-15,Cabotaje,32508,36122,245
2022-02-15,Internacional,13963,17358,87
2022-02-16,Cabotaje,34363,37483,260
2022-02-16,Internacional,17942,22227,109
2022-02-17,Cabotaje,34269,37629,261
2022-02-17,Internacional,13678,17155,90
2022-02-18,Cabotaje,32420,35436,248
2022-02-18,Internacional,12772,15766,85
2022-02-19,Cabotaje,36940,40734,276
2022-02-19,Internacional,18469,22165,108
2022-02-20,Cabotaje,34476,38008,254
2022-02-20,Internacional,16254,19031,99
2022-02-21,Cabotaje,32794,36091,253
2022-02-21,Internacional,19237,24556,124
2022-02-22,Cabotaje,32602,37027,249
2022-02-22,Internacional,14357,18044,92
2022-02-23,Cabotaje,34048,38346,265
2022-02-23,Internacional,17541,22411,112
2022-02-24,Cabotaje,35243,39127,283
2022-02-24,Internacional,12085,15189,78
2022-02-25,Cabotaje,36287,38911,270
2022-02-25,Internacional,15600,18291,95
2022-02-26,Cabotaje,36108,38494,265
2022-02-26,Internacional,17608,21453,104
2022-02-27,Cabotaje,34180,37770,265
2022-02-27,Internacional,11774,14069,79
2022-02-28,Cabotaje,33344,37235,257
2022-02-28,Internacional,16393,20603,101
2022-03-01,Cabotaje,36822,40371,271
2022-03-01,Internacional,14987,18023,92
2022-03-02,Cabotaje,33163,37617,257
2022-03-02,Internacional,11635,14808,78
2022-03-03,Cabotaje,32952,36975,255
2022-03-03,Internacional,16784,21532,102
2022-03-04,Cabotaje,33284,37783,268
2022-03-04,Internacional,16502,19674,103
2022-03-05,Cabotaje,34890,40085,274
2022-03-05,Internacional,17934,20984,107
2022-03-06,Cabotaje,34367,39081,261
2022-03-06,Internacional,20392,23443,120
2022-03-07,Cabotaje,34263,38480,271
2022-03-07,Internacional,19914,23753,113
2022-03-08,Cabotaje,32746,37601,260
2022-03-08,Internacional,12441,14995,80
2022-03-09,Cabotaje,29765,34096,245
2022-03-09,Internacional,10371,12925,68
2022-03-10,Cabotaje,32667,36757,260
2022-03-10,Internacional,13726,17329,89
2022-03-11,Cabotaje,33328,37512,261
2022-03-11,Internacional,15918,18687,96
2022-03-12,Cabotaje,32019,36155,255
2022-03-12,Internacional,15789,19142,96
2022-03-13,Cabotaje,32574,36921,254
2022-03-13,Internacional,15198,17206,95
2022-03-14,Cabotaje,34519,38248,267
2022-03-14,Internacional,18403,22008,105
2022-03-15,Cabotaje,33222,38425,265
2022-03-15,Internacional,15039,17700,88
2022-03-16,Cabotaje,33224,38620,266
2022-03-16,Internacional,20479,24644,119
2022-03-17,Cabotaje,33200,37725,267
2022-03-17,Internacional,15416,18706,90
2022-03-18,Cabotaje,34502,38613,272
2022-03-18,Internacional,17064,20045,102
2022-03-19,Cabotaje,35019,39663,264
2022-03-19,Internacional,15338,18044,95
2022-03-20,Cabotaje,34600,39129,264
2022-03-20,Internacional,13892,15760,86
2022-03-21,Cabotaje,33425,37327,264
2022-03-21,Internacional,12803,15188,78
2022-03-22,Cabotaje,31698,36175,256
2022-03-22,Internacional,11054,13050,72
2022-03-23,Cabotaje,31566,35532,248
2022-03-23,Internacional,18280,22208,109
2022-03-24,Cabotaje,33793,38027,271
2022-03-24,Internacional,18502,22283,107
2022-03-25,Cabotaje,32621,39570,276
2022-03-25,Internacional,16920,20237,105
2022-03-26,Cabotaje,33159,39082,266
2022-03-26,Internacional,19475,23177,111
2022-03-27,Cabotaje,33948,39912,274
2022-03-27,Internacional,15669,17974,99
2022-03-28,Cabotaje,34451,39054,272
2022-03-28,Internacional,15409,18099,91
2022-03-29,Cabotaje,31185,37146,263
2022-03-29,Internacional,14648,17574,91
2022-03-30,Cabotaje,30464,36846,259
2022-03-30,Internacional,14076,16919,89
2022-03-31,Cabotaje,32326,37530,271
2022-03-31,Internacional,16237,19879,98
2022-04-01,Cabotaje,34117,39647,272
2022-04-01,Internacional,19113,22837,111
2022-04-02,Cabotaje,32246,39223,262
2022-04-02,Internacional,20823,25002,122
2022-04-03,Cabotaje,32196,38094,259
2022-04-03,Internacional,19153,22565,115
2022-04-04,Cabotaje,33653,39320,277
2022-04-04,Internacional,20983,24475,122
2022-04-05,Cabotaje,31945,38450,278
2022-04-05,Internacional,17109,21619,102
2022-04-06,Cabotaje,31066,37385,272
2022-04-06,Internacional,17424,21493,111
2022-04-07,Cabotaje,34618,39789,278
2022-04-07,Internacional,18365,22386,115
2022-04-08,Cabotaje,35541,40360,286
2022-04-08,Internacional,17448,20444,107
2022-04-09,Cabotaje,33956,39231,274
2022-04-09,Internacional,18787,21619,110
2022-04-10,Cabotaje,35402,40677,280
2022-04-10,Internacional,21011,24710,126
2022-04-11,Cabotaje,34761,40515,290
2022-04-11,Internacional,20593,25463,126
2022-04-12,Cabotaje,34131,40027,290
2022-04-12,Internacional,19131,23258,116
2022-04-13,Cabotaje,36544,41085,297
2022-04-13,Internacional,17683,21427,112
2022-04-14,Cabotaje,36838,41800,299
2022-04-14,Internacional,17909,21212,110
2022-04-15,Cabotaje,33460,42716,296
2022-04-15,Internacional,19783,24134,121
2022-04-16,Cabotaje,33744,40792,278
2022-04-16,Internacional,19765,23938,119
2022-04-17,Cabotaje,37800,41884,288
2022-04-17,Internacional,19203,22015,117
2022-04-18,Cabotaje,38448,42047,292
2022-04-18,Internacional,21422,24590,121
2022-04-19,Cabotaje,34858,38786,275
2022-04-19,Internacional,20508,24640,117
2022-04-20,Cabotaje,33865,38770,276
2022-04-20,Internacional,19288,22261,114
2022-04-21,Cabotaje,34511,39415,284
2022-04-21,Internacional,19116,23024,113
2022-04-22,Cabotaje,35904,41691,290
2022-04-22,Internacional,20115,23658,116
2022-04-23,Cabotaje,33278,39763,274
2022-04-23,Internacional,22542,25809,129
2022-04-24,Cabotaje,33690,40185,275
2022-04-24,Internacional,20068,22493,116
2022-04-25,Cabotaje,33092,38792,275
2022-04-25,Internacional,17622,20599,105
2022-04-26,Cabotaje,30870,37381,261
2022-04-26,Internacional,19356,22871,110
2022-04-27,Cabotaje,31744,39226,268
2022-04-27,Internacional,15360,18255,97
2022-04-28,Cabotaje,33939,39252,264
2022-04-28,Internacional,18137,21452,112
2022-04-29,Cabotaje,34995,40389,282
2022-04-29,Internacional,21841,25171,125
2022-04-30,Cabotaje,32341,39099,267
2022-04-30,Internacional,22015,25039,124
2022-05-01,Cabotaje,34206,40849,283
2022-05-01,Internacional,20542,22836,115
2022-05-02,Cabotaje,34285,40377,281
2022-05-02,Internacional,21846,25506,125
2022-05-03,Cabotaje,31464,38618,279
2022-05-03,Internacional,20700,26241,129
2022-05-04,Cabotaje,31854,38828,278
2022-05-04,Internacional,19305,23224,114
2022-05-05,Cabotaje,32804,39253,276
2022-05-05,Internacional,17472,21171,107
2022-05-06,Cabotaje,34048,39614,270
2022-05-06,Internacional,20662,24896,123
2022-05-07,Cabotaje,31831,40074,277
2022-05-07,Internacional,22942,27725,137
2022-05-08,Cabotaje,32212,39278,272
2022-05-08,Internacional,19902,23535,116
2022-05-09,Cabotaje,33373,39805,283
2022-05-09,Internacional,21777,27136,132
2022-05-10,Cabotaje,31622,38748,273
2022-05-10,Internacional,20710,25073,118
2022-05-11,Cabotaje,31626,39576,281
2022-05-11,Internacional,18848,23039,110
2022-05-12,Cabotaje,32068,38139,265
2022-05-12,Internacional,19904,24424,117
2022-05-13,Cabotaje,34798,41723,284
2022-05-13,Internacional,20618,24759,121
2022-05-14,Cabotaje,31473,39071,271
2022-05-14,Internacional,23408,27988,135
2022-05-15,Cabotaje,32831,40658,281
2022-05-15,Internacional,20549,24210,119
2022-05-16,Cabotaje,33069,40401,282
2022-05-16,Internacional,22857,26870,129
2022-05-17,Cabotaje,27866,35692,260
2022-05-17,Internacional,20710,24915,120
2022-05-18,Cabotaje,29922,37503,271
2022-05-18,Internacional,22797,26943,128
2022-05-19,Cabotaje,30126,36147,259
2022-05-19,Internacional,19999,23440,114
2022-05-20,Cabotaje,32611,37808,273
2022-05-20,Internacional,21490,25577,126
2022-05-21,Cabotaje,33552,39848,268
2022-05-21,Internacional,22865,26886,129
2022-05-22,Cabotaje,33229,39789,280
2022-05-22,Internacional,20401,23611,116
2022-05-23,Cabotaje,33993,40720,287
2022-05-23,Internacional,22635,26669,129
2022-05-24,Cabotaje,29938,36408,265
2022-05-24,Internacional,22139,26294,124
2022-05-25,Cabotaje,32772,38252,277
2022-05-25,Internacional,21645,25454,122
2022-05-26,Cabotaje,30441,36298,258
2022-05-26,Internacional,18314,21988,108
2022-05-27,Cabotaje,33055,39983,281
2022-05-27,Internacional,18891,22107,109
2022-05-28,Cabotaje,30512,38115,259
2022-05-28,Internacional,19351,23600,118
2022-05-29,Cabotaje,32823,38784,274
2022-05-29,Internacional,21068,24062,118
2022-05-30,Cabotaje,32985,39858,274
2022-05-30,Internacional,22458,26586,127
2022-05-31,Cabotaje,29047,36270,266
2022-05-31,Internacional,20981,25135,122
2022-06-01,Cabotaje,30677,39910,276
2022-06-01,Internacional,19117,23184,115
2022-06-02,Cabotaje,30509,38884,275
2022-06-02,Internacional,19222,23865,117
2022-06-03,Cabotaje,32541,41639,287
2022-06-03,Internacional,21955,26744,130
